user_name,task_id,task_title,session_order,started_at,ended_at,session_elapsed_minutes,elapsed_minutes,progress_percent,focus_raw,focus_level,previous_ai_total_minutes,updated_ai_total_minutes,actual_minutes,error_minutes_updated_total_minus_actual,absolute_error_minutes,absolute_percentage_error,progress_based_remaining_minutes,normalized_remaining_minutes,blending_weight,final_remaining_minutes,focus_weight
세진,25,알고리즘 - 트리 문제 풀이,3,2026-05-15 15:56,2026-05-15 16:47,51.0,172.0,90.0,HIGH,HIGH,197.3,195.17,196.0,-0.83,0.83,0.42,19.11,22.93,0.9,23.17,1.2
세진,25,알고리즘 - 트리 문제 풀이,4,2026-05-15 17:04,2026-05-15 17:28,24.0,196.0,100.0,VERY_HIGH,VERY_HIGH,195.17,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.5
세진,26,캡디 사용자 피드백 정리,1,2026-05-17 13:18,2026-05-17 13:48,30.0,30.0,25.0,VERY_HIGH,VERY_HIGH,146.43,151.07,96.0,55.07,55.07,57.37,90.0,135.0,0.25,121.07,1.5
세진,26,캡디 사용자 피드백 정리,2,2026-05-17 14:26,2026-05-17 15:04,38.0,68.0,60.0,VERY_HIGH,VERY_HIGH,151.07,139.77,96.0,43.77,43.77,45.59,45.33,68.0,0.75,71.77,1.5
세진,26,캡디 사용자 피드백 정리,3,2026-05-17 15:16,2026-05-17 15:44,28.0,96.0,100.0,VERY_HIGH,VERY_HIGH,139.77,100.38,96.0,4.38,4.38,4.56,0.0,0.0,0.9,4.38,1.5
세진,27,멀코컴 06 강의 정리,1,2026-05-18 19:05,2026-05-18 20:25,80.0,80.0,50.0,MEDIUM,MEDIUM,160.82,160.41,167.0,-6.59,6.59,3.95,80.0,80.0,0.5,80.41,1.0
세진,27,멀코컴 06 강의 정리,2,2026-05-18 21:20,2026-05-18 21:49,29.0,109.0,65.0,MEDIUM,MEDIUM,160.41,165.87,167.0,-1.13,1.13,0.68,58.69,58.69,0.75,56.87,1.0
세진,27,멀코컴 06 강의 정리,3,2026-05-18 22:27,2026-05-18 23:25,58.0,167.0,100.0,HIGH,HIGH,165.87,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.2
세진,28,보안 기사 자료 요약,1,2026-05-20 09:05,2026-05-20 09:50,45.0,45.0,30.0,HIGH,HIGH,187.52,179.26,151.0,28.26,28.26,18.71,105.0,126.0,0.5,134.26,1.2
세진,28,보안 기사 자료 요약,2,2026-05-20 10:28,2026-05-20 10:44,16.0,61.0,40.0,MEDIUM,MEDIUM,179.26,165.88,151.0,14.88,14.88,9.85,91.5,91.5,0.5,104.88,1.0
세진,28,보안 기사 자료 요약,3,2026-05-20 12:44,2026-05-20 14:14,90.0,151.0,100.0,HIGH,HIGH,165.88,152.49,151.0,1.49,1.49,0.99,0.0,0.0,0.9,1.49,1.2
세진,29,캡디 최종 보고서 AI 파트 정리,1,2026-05-22 21:05,2026-05-22 21:24,19.0,19.0,10.0,MEDIUM,MEDIUM,420.91,363.18,512.0,-148.82,148.82,29.07,171.0,171.0,0.25,344.18,1.0
세진,29,캡디 최종 보고서 AI 파트 정리,2,2026-05-22 21:49,2026-05-22 22:18,29.0,48.0,20.0,VERY_HIGH,VERY_HIGH,363.18,356.39,512.0,-155.61,155.61,30.39,192.0,288.0,0.25,308.39,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,3,2026-05-22 23:13,2026-05-23 00:32,79.0,127.0,30.0,VERY_HIGH,VERY_HIGH,356.39,463.94,512.0,-48.06,48.06,9.39,296.33,444.5,0.5,336.94,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,4,2026-05-23 01:47,2026-05-23 02:01,14.0,141.0,35.0,VERY_HIGH,VERY_HIGH,463.94,498.86,512.0,-13.14,13.14,2.57,261.86,392.79,0.5,357.86,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,5,2026-05-23 02:18,2026-05-23 03:49,91.0,232.0,45.0,VERY_HIGH,VERY_HIGH,498.86,578.1,512.0,66.1,66.1,12.91,283.56,425.33,0.5,346.1,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,6,2026-05-23 04:14,2026-05-23 05:48,94.0,326.0,55.0,VERY_HIGH,VERY_HIGH,578.1,652.1,512.0,140.1,140.1,27.36,266.73,400.09,0.5,326.1,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,7,2026-05-23 06:05,2026-05-23 07:40,95.0,421.0,65.0,VERY_HIGH,VERY_HIGH,652.1,733.8,512.0,221.8,221.8,43.32,226.69,340.04,0.75,312.8,1.5
세진,29,캡디 최종 보고서 AI 파트 정리,8,2026-05-23 07:48,2026-05-23 09:19,91.0,512.0,100.0,HIGH,HIGH,733.8,534.18,512.0,22.18,22.18,4.33,0.0,0.0,0.9,22.18,1.2
세진,31,운영체제 강의 2시간 시청,1,2026-05-24 19:00,2026-05-24 21:10,130.0,130.0,100.0,HIGH,HIGH,123.6,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.2
세진,30,알고리즘 - 기출 문제 오답 정리,1,2026-05-24 20:12,2026-05-24 20:42,30.0,30.0,20.0,MEDIUM,MEDIUM,129.67,134.75,142.0,-7.25,7.25,5.11,120.0,120.0,0.25,104.75,1.0
세진,30,알고리즘 - 기출 문제 오답 정리,2,2026-05-24 22:42,2026-05-24 23:12,30.0,60.0,40.0,HIGH,HIGH,134.75,151.37,142.0,9.37,9.37,6.6,90.0,108.0,0.5,91.37,1.2
세진,30,알고리즘 - 기출 문제 오답 정리,3,2026-05-25 13:25,2026-05-25 14:47,82.0,142.0,100.0,HIGH,HIGH,151.37,142.94,142.0,0.94,0.94,0.66,0.0,0.0,0.9,0.94,1.2
세진,32,보안 특강 90분 복습,1,2026-05-27 10:00,2026-05-27 11:30,90.0,90.0,100.0,VERY_HIGH,VERY_HIGH,90.1,90.01,90.0,0.01,0.01,0.01,0.0,0.0,0.9,0.01,1.5
세진,33,캡스톤 회의록 60분 정리,1,2026-05-30 15:00,2026-05-30 15:55,55.0,55.0,100.0,MEDIUM,MEDIUM,60.1,55.51,55.0,0.51,0.51,0.93,0.0,0.0,0.9,0.51,1.0
세진,34,멀코컴 강의 75분 듣기,1,2026-06-02 20:00,2026-06-02 21:22,82.0,82.0,100.0,HIGH,HIGH,75.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.2
세진,35,알고리즘 해설 영상 45분 시청,1,2026-06-05 08:30,2026-06-05 09:18,48.0,48.0,100.0,MEDIUM,MEDIUM,45.12,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0
세진,36,보안 기사 2시간 읽기,1,2026-06-08 13:00,2026-06-08 14:45,105.0,105.0,100.0,HIGH,HIGH,120.72,106.57,105.0,1.57,1.57,1.5,0.0,0.0,0.9,1.57,1.2
